url,label
http://auth.secure-10wign.net:82/@auth/MKpPGN,1
https://spotify.com/dashboard,0
http://service.secure-10gijn.com:8000/@verify/edVvYz,1
http://124.169.34.231/unlock-billing?session=Z3WOGwcG,1
http://228.139.254.165/verify-billing?session=c06PVz0o,1
http://auth.sceure-10gizn.org:8888/@auth/g4KbFp,1
http://183.64.248.92/auth-billing?session=dsYk70II,1
https://turkiye.gov.tr/session/new,0
http://131.103.129.11/verify-verify?session=iuDCLFuM,1
https://bankofamerica.com/billing?ref=app&t=nMT4Os,0
https://dropbox.com/signin,0
https://m.chase.com/help?ref=email&t=ilC2eY,0
http://verify-account.farceb00k.click/confirm-update/CXB1B,1
http://10vgin-verify.supp0tvr.gq/appleid/auth?id=7uXggnUIQn,1
https://amazon.com/security?ref=email&t=mq6OLk,0
http://account.segcuer-10gin.com:8888/@verify/zzmFLD,1
https://bankofamerica.com/login,0
https://gmail.com/privacy,0
http://service-confirm.b1ng.rest/confirm-reset/2GQMA,1
https://chase.com/oauth2/authorize?ref=app&t=5WzPTp,0
http://auth-login.amazn0.shop/unlock-verify/jRfPY,1
http://23.48.111.115/billing-billing?session=FgfILW1a,1
http://11.149.201.177/invoice-unlock?session=jVpEQu8V,1
http://27.206.204.36/update-verify?session=dWnmyQ6f,1
https://live.com/?ref=email&t=2Ztd26,0
http://pay-account.amaz0n.shop/auth-login/hIKHQ,1
https://www.linkedin.com/privacy,0
https://api.apple.com/signin?ref=home&t=1S87Xw,0
https://discord.com/help,0
http://reset.secure-10gni.com:82/@auth/rRXJXH,1
https://api.stackoverflow.com/billing,0
https://accounts.hsbc.com.tr/billing,0
http://10gizn-service.suppy0rt.link/appleid/unlock?id=bQZ8i5hzcq,1
https://apple.com/security,0
https://zoom.us/support?ref=app&t=M1JRco,0
https://id.apple.com/profile,0
https://www.gmail.com/signin,0
https://login.live.com/account,0
http://login-pay.micurs00ft.cn/secure-billing/yh8ZU,1
https://apple.com/support,0
http://220.146.43.95/secure-account?session=V3PhTa1a,1
https://live.com/billing,0
https://x.com/announcements,0
http://pay.secure-10gin.net:8888/@auth/UD0sRX,1
http://customer-pay.amaz0n.click/login-reset/r7blG,1
http://confirm-login.y0uutbe.click/update-account/koZy3,1
https://m.youtube.com/recover,0
http://103.103.247.117/account-auth?session=QDA2kiT8,1
http://update-login.b1nbg.top/reset-invoice/BmOXr,1
http://10gin-customer.supp0otr.gq/appleid/reset?id=2ANH4Doftz,1
https://metu.edu.tr/recover,0
http://support.secure-1g0uin.org:8000/@verify/OaGzbS,1
http://service.seucreh-10gin.net:8080/@billing/sqNqB1,1
https://support.stackoverflow.com/oauth2/authorize,0
http://reset-confirm.y0utubue.gq/secure-login/FhmiX,1
http://verify-customer.faecb00k.rest/auth-unlock/gFP0x,1
https://www.outlook.com/recover,0
https://id.amazon.com/support,0
http://1q0gin-security.supp0srt.ru/appleid/auth?id=Pis05yZuCo,1
https://login.bankofamerica.com/oauth2/authorize,0
http://auth.secrue-10gin.com:82/@auth/Thcrqj,1
https://live.com/help,0
http://customer-signin.paypaf1.link/update-update/usBSk,1
https://apple.com/session/new,0
https://wikipedia.org/dashboard,0
https://id.github.com/profile?ref=email&t=PInRVk,0
https://bankofamerica.com/recover,0
https://microsoft.com/recover?ref=app&t=LojIIf,0
https://apple.com/subscriptions,0
http://auth-helpdesk.yv0uutbue.xyz/reset-auth/ukrhW,1
https://x.com/subscriptions,0
https://twitter.com/login,0
http://42.166.214.106/verify-confirm?session=cJjNcJdq,1
http://security-security.y0uutbe.buzz/secure-verify/cw41C,1
http://50.225.214.52/verify-confirm?session=cdwmwCy5,1
http://account-billing.netf11x.cn/reset-update/yUR2C,1
http://customer.sceure-10gin.com:82/@auth/v939i1,1
http://update-login.micr0si0ft.info/reset-invoice/CTviH,1
https://discord.com/home?ref=app&t=RL9OaY,0
https://hsbc.com.tr/announcements,0
https://id.turkiye.gov.tr/recover?ref=email&t=ndTdtd,0
https://m.apple.com/dashboard?ref=email&t=iOC56a,0
http://75.60.209.235/unlock-login?session=JVYo29Gz,1
https://outlook.com/,0
https://www.outlook.com/recover,0
http://auth.sceure-10gin.net:8888/@verify/WExRbe,1
https://gmail.com/privacy,0
https://gitlab.com/settings?ref=app&t=hF4vTY,0
http://customer.secrue-10giln.com:8000/@billing/icJyHf,1
https://stackoverflow.com/session/new,0
https://support.microsoft.com/about,0
https://amazon.com/support,0
https://stackoverflow.com/recover,0
https://accounts.dropbox.com/about,0
https://support.gitlab.com/oauth2/authorize?ref=home&t=Ovz1dO,0
https://chase.com/announcements,0
https://stackoverflow.com/contact,0
https://chase.com/home?ref=home&t=hVLXnG,0
https://microsoft.com/,0
https://outlook.com/subscriptions,0
http://account.secure1-0gin.com:8888/@verify/3bYsrE,1
https://www.github.com/security,0
https://isbank.com.tr/about?ref=email&t=bIKaRd,0
http://update-auth.facheb00k.ml/reset-auth/rwQuD,1
http://92.244.3.125/secure-confirm?session=Y7FEQz0E,1
https://slack.com/login,0
http://billing-customer.y0utube.gq/login-unlock/yyhvC,1
https://support.metu.edu.tr/account,0
http://136.236.11.59/confirm-unlock?session=Dce53Ic5,1
https://hsbc.com.tr/login?ref=email&t=heEJQj,0
https://m.metu.edu.tr/oauth2/authorize,0
http://reset-security.y0utubue.gq/login-reset/fwUtW,1
https://netflix.com/dashboard?ref=email&t=Yg7NZR,0
https://amazon.com/about?ref=app&t=aUVgAk,0
http://92.166.40.180/billing-update?session=ho8WUXBl,1
http://security.secure-0f1gin.com:8080/@verify/ZhVpVB,1
https://zoom.us/privacy?ref=app&t=6txXYP,0
https://gmail.com/signin,0
http://helpdesk-service.net1f1x.click/unlock-confirm/TSXkZ,1
http://94.99.236.39/secure-verify?session=I4TAtzSq,1
https://live.com/account,0
http://18.90.66.202/update-verify?session=cBAkz2vx,1
https://gmail.com/about,0
https://support.hsbc.com.tr/privacy,0
https://microsoft.com/support?ref=home&t=8IRh1E,0
http://signin-helpdesk.netf11x.click/reset-confirm/Pot7G,1
http://10gin-service.supp0rt.top/appleid/invoice?id=e0st7ekxTH,1
http://verify-support.b1ng.cn/reset-login/B4MM7,1
http://auth-service.faceb0i0k.info/confirm-reset/ROUHL,1
http://helpdesk-reset.ntef11x.cn/billing-account/TIKvY,1
http://10gwin-billing.suppg0tr.cn/appleid/secure?id=0C3BfQ0tve,1
https://x.com/security,0
https://gitlab.com/profile,0
http://login-customer.ntef11x.click/billing-reset/1D2De,1
http://billing.secure-10gin.com:8888/@billing/rNikYu,1
http://128.191.168.5/update-auth?session=zIafLMsF,1
http://account.secure-l10gin.net:81/@verify/WvTMVT,1
http://reset.secure1-0gin.com:8080/@billing/d7YlQV,1
http://106.158.176.114/confirm-update?session=3ihTvAXp,1
http://signin.secure-10gin.net:81/@auth/dHlgqS,1
http://update-update.y0uutbe.rest/auth-reset/tibEs,1
http://10giin-auth.spup0rt.cn/appleid/billing?id=aOQtwjOp1A,1
http://login-support.b1ng.buzz/secure-update/tFi02,1
http://support.secure-10gin.org:8888/@billing/IsegSE,1
https://isbank.com.tr/signin,0
https://slack.com/home,0
https://linkedin.com/contact,0
http://auth.secure-10gin.org:8080/@billing/b02mLl,1
http://security-signin.b1ng.cn/account-update/FmYHy,1
https://dropbox.com/profile,0
https://accounts.wikipedia.org/oauth2/authorize?ref=home&t=W2wFqk,0
https://login.amazon.com/security,0
https://login.outlook.com/home,0
http://service-login.facebb00k.xyz/secure-verify/q5Jzj,1
https://apple.com/recover,0
http://auth.secure-10gin.org:8080/@verify/44eyyu,1
http://200.26.202.74/billing-login?session=2qOJDkyM,1
http://helpdesk-auth.amaz0n.click/account-auth/juDUH,1
http://auth-service.netf1x1.buzz/secure-secure/uGhmK,1
https://cloudflare.com/?ref=home&t=sxjGJX,0
https://www.x.com/recover,0
http://106.85.184.121/update-reset?session=VaI5z52D,1
http://reset-account.paypa1.link/secure-account/c7e5O,1
https://ziraatbank.com.tr/login,0
https://support.stackoverflow.com/contact,0
http://1m0gin-update.sup0prt.ru/appleid/account?id=Jg8r9HE60D,1
http://110.1.158.91/confirm-unlock?session=zPf8eGF9,1
https://support.github.com/help,0
https://gmail.com/oauth2/authorize?ref=email&t=lquCu2,0
https://metu.edu.tr/oauth2/authorize,0
http://customer-update.y0nutubue.buzz/invoice-secure/wIptv,1
https://slack.com/support,0
http://reset-reset.g00pg1e.rest/account-invoice/lVFyU,1
https://zoom.us/support?ref=email&t=0Wobtq,0
https://turkiye.gov.tr/support,0
http://247.50.117.239/auth-unlock?session=akFIFvhF,1
https://www.linkedin.com/billing?ref=email&t=J4x6mK,0
https://discord.com/login,0
https://support.vakifbank.com.tr/dashboard?ref=email&t=jaSS8V,0
http://helpdesk.secuer-g10gin.net:82/@billing/uUcNPh,1
https://support.zoom.us/settings,0
http://95.132.144.28/login-confirm?session=CqpgrxMp,1
https://google.com/announcements?ref=email&t=cKvWB9,0
https://youtube.com/billing,0
https://dropbox.com/security?ref=app&t=cb51JJ,0
http://10gin-pay.srupp0rt.info/appleid/confirm?id=QDoafgJE6W,1
https://zoom.us/settings,0
https://support.metu.edu.tr/help,0
https://isbank.com.tr/settings,0
http://10igin-customer.supp0rt.ru/appleid/confirm?id=J8y59kotTw,1
http://login.secure-10gin.net:8888/@billing/7op5hL,1
https://linkedin.com/subscriptions,0
http://195.151.186.172/billing-confirm?session=D1u7a67h,1
http://36.201.53.209/confirm-verify?session=JHLk8sJ7,1
http://199.140.211.254/login-billing?session=ZcSH9gZU,1
http://10giwn-reset.supp0rt.rest/appleid/verify?id=VM0sWIeRG7,1
https://live.com/signin?ref=app&t=ZJ69Pq,0
http://10gin-verify.supp0rt.ml/appleid/confirm?id=FIuACXNlOy,1
http://security.secrue-10gin.org:82/@billing/T6cVoq,1
http://verify-support.b1ng.ml/secure-update/EAWJ1,1
http://auth-login.paypa1.xyz/reset-confirm/QqzbW,1
http://80.88.117.201/confirm-billing?session=DDBRtsYh,1
http://helpdesk-billing.y0utubue.ru/reset-unlock/JMDmh,1
https://github.com/subscriptions?ref=home&t=SRABr1,0
https://gitlab.com/about,0
https://github.com/recover?ref=home&t=vIhroA,0
https://support.amazon.com/,0
https://vakifbank.com.tr/profile,0
https://x.com/dashboard?ref=email&t=f0LYTH,0
https://m.dropbox.com/home?ref=home&t=jc9LVC,0
http://support-verify.mcrir0s0ft.ml/unlock-update/UKRe5,1
http://10gin-billing.supp0xrt.click/appleid/login?id=XdMGTZenGg,1
https://outlook.com/announcements?ref=home&t=TP3fAb,0
https://hsbc.com.tr/about?ref=app&t=lu17rN,0
http://8.204.195.57/account-verify?session=rHkCUVIh,1
https://www.vakifbank.com.tr/about?ref=email&t=D13kay,0
http://account-signin.ama0zn.gq/verify-update/PzFUj,1
http://173.181.205.77/unlock-unlock?session=fihslQFz,1
https://id.stackoverflow.com/recover,0
https://turkiye.gov.tr/help,0
https://id.hsbc.com.tr/help,0
http://auth-billing.g00g1e.click/update-confirm/EKG89,1
https://chase.com/about,0
http://10mgin-verify.supp0tr.cn/appleid/billing?id=p8nzYvX3a2,1
https://accounts.twitter.com/about,0
http://1e0gin-helpdesk.sruppr0t.link/appleid/confirm?id=CC0fYsRLn1,1
https://accounts.discord.com/login,0
http://132.22.243.25/secure-billing?session=HMnNnQZm,1
http://3.1.134.209/secure-login?session=rHQEUsVX,1
https://www.live.com/signin,0
https://dropbox.com/account?ref=home&t=kjVe6M,0
https://slack.com/recover?ref=home&t=fAraVN,0
https://isbank.com.tr/security,0
http://174.2.161.188/confirm-confirm?session=QvhxKkZs,1
http://10gin-service.suppa0rt.buzz/appleid/verify?id=IAK5W4QkYg,1
https://support.hsbc.com.tr/billing,0
https://hsbc.com.tr/profile,0
http://security-account.yu0utbe.gq/billing-account/QN6wn,1
http://confirm.secuer-10gin.net:81/@verify/PispjA,1
http://security-login.g001ge.gq/invoice-invoice/NYdWC,1
https://id.outlook.com/help,0
http://10giin-pay.supp0tr.shop/appleid/login?id=bh17mJOkWw,1
http://10gin-signin.suppd0tr.rest/appleid/reset?id=T1UIoWXrP5,1
http://202.176.78.156/update-account?session=VByODHiy,1
http://10giwn-support.supp0rt.click/appleid/secure?id=du8zI5HOsf,1
